"LSOA11CD","OVERALL_RANK","INCOME_RANK","EMPLOYMENT_RANK","EDUCATION_RANK","HEALTH_RANK","CRIME_RANK","HOUSING_RANK","LIVING_RANK","QUINTILE","DECILE","NORMALISED_RANK"
"E01010601",10613,14526,14334,12136,8743,2798,28848,3078,2,4,0.3231336012665935939593228595786140543174
"E01010825",9429,12927,13043,6845,11462,1035,22347,8809,2,3,0.2870843989769820971867007672634271099744
"E01010804",6283,5413,5096,3881,5990,19800,12562,13632,1,2,0.1912982584338083059310680794056753136037
"E01010806",4501,6201,4920,6721,5769,1536,10875,5124,1,2,0.1370417732310315430520034100596760443308
"E01010808",3043,3801,4332,1029,4965,12741,14651,1691,1,1,0.0926501035196687370600414078674948240166
"E01010809",2661,3216,3099,1154,4386,9085,16401,2785,1,1,0.0810193642674461088783339422725611983924
"E01010679",312,1177,1026,3219,558,540,8895,32,1,1,0.009499451954694921446839605407380343441725
"E01010840",446,1237,1078,398,496,8298,8684,931,1,1,0.0135793447813908171964437949092680550481
"E01010841",1021,1965,2173,694,1943,6629,8447,670,1,1,0.0310863475825112653757155035927414444038
"E01010829",2837,4056,3448,5911,3388,2182,17623,1074,1,1,0.0863780294726586286688588478869808793082
"E01010831",1626,2606,3372,2418,3837,3720,7922,120,1,1,0.0495067592254293021556448666423090975521
"E01010678",14339,15091,8682,20910,10736,20060,9304,22397,3,5,0.4365789794178540981610035318475216173426
"E01010799",5419,6155,7189,4334,7088,501,27545,10519,1,2,0.1649920837900377542321276336621605163805
"E01010801",10306,11329,9810,10537,9696,4125,22991,10747,2,4,0.3137863841188649372792595298989160881744
"E01010803",1489,1949,3397,414,4647,11325,15178,90,1,1,0.0453355255145536475459749117038119595664
"E01010810",7221,7053,6975,4135,4623,19754,14696,12819,2,3,0.2198575082206795761782974059188892948484
"E01010813",789,1144,1265,724,2082,6548,13186,1040,1,1,0.0240226525392765801972963098282791377421
"E01010619",5061,5820,7128,2477,10467,6428,16559,1561,1,2,0.1540920716112531969309462915601023017903
"E01010625",979,813,1224,789,1362,8310,8187,14464,1,1,0.0298075752039946413347947874802094750944
"E01010627",2301,5287,5310,2862,4260,475,12128,269,1,1,0.0700584581658750456704420898794300328827
"E01010607",2913,3396,4366,1997,3905,16051,10092,1046,1,1,0.0886919985385458531238582389477530142492
"E01010617",476,996,243,1884,647,1735,14008,7618,1,1,0.0144927536231884057971014492753623188406
"E01033690",7187,19282,16906,7677,7028,2526,8443,19,2,3,0.2188223115333089757642187309706491292169
"E01033692",3165,6098,6963,2954,3422,11311,4461,114,1,1,0.096364632809645597369382535622944830106
"E01033693",558,2192,1515,1813,1908,673,4252,132,1,1,0.01698940445743514797223237120935330654
"E01010629",8186,10127,9028,11304,6936,1952,10660,14122,2,3,0.2492388259651686761661186213615881135063
"E01010632",945,1080,1272,738,2593,756,15030,14322,1,1,0.0287723785166240409207161125319693094629
"E01010812",1308,1568,3166,153,5841,8782,13184,438,1,1,0.0398246255023748629886737303617099013518
"E01010833",1284,924,2095,2562,2366,3904,9274,3764,1,1,0.0390938984289367921081476068688344903179
"E01010620",1466,2537,3278,804,2685,7347,10898,322,1,1,0.0446352454025088296188040433564730239922
"E01010622",1260,2704,2480,1480,2306,4167,9027,244,1,1,0.0383631713554987212276214833759590792839
"E01010623",792,1047,1386,353,4324,7598,12817,484,1,1,0.0241139934234563390573620752648885641213
"E01010794",9048,8636,8255,8449,8389,4951,19039,17702,2,3,0.27548410668615272195834855681402995981
"E01010796",5305,7092,7388,5896,5302,4674,6078,4349,1,2,0.1615211301912069175496285470710023139691
"E01010797",18473,29614,24006,17879,17801,5313,7932,9428,3,6,0.5624467178175618073316283034953111679454
"E01010834",10397,23307,28012,15967,10845,468,9302,644,2,4,0.3165570576056509560345877481427353550116
"E01010835",7817,6323,10920,4182,7133,24884,15369,4394,2,3,0.2380038972110583363780294726586286688588
"E01010837",4303,3633,4892,2332,7065,16997,14517,2946,1,2,0.1310132748751674582876628912434539033005
"E01010839",2098,2764,4358,2145,5031,1617,11420,950,1,1,0.0638777250030446961393252953355255145536
"E01010608",1724,2844,3439,578,3068,8417,9611,1048,1,1,0.0524905614419680915844598709048836926075
"E01010730",41,173,103,14,350,2149,4286,12013,1,1,0.001248325417123371087565460966995493849714
"E01010610",250,390,416,220,1492,1160,8032,13310,1,1,0.007611740348313238338813786384118864937279
"E01010614",2075,2151,3711,637,7310,5370,13867,1497,1,1,0.0631774448909998782121544269881865789794
"E01010634",17359,18226,17734,19090,12980,5311,31470,13347,3,6,0.5285288028254780172938740713676775057849
"E01010635",615,1474,761,638,676,658,18463,11967,1,1,0.0187248812568505663134819145049324077457
"E01010637",12210,16186,12874,10418,10726,5267,23692,7338,2,4,0.3717573986116185604676653270003653635367
"E01010731",2634,5521,5881,6529,2929,65,7324,1387,1,1,0.0801972963098282791377420533430763609792
"E01010733",680,558,930,1476,874,7230,10150,5373,1,1,0.0207039337474120082815734989648033126294
"E01010737",609,1479,784,451,3353,2225,9118,1595,1,1,0.0185421994884910485933503836317135549872
"E01010659",815,752,1335,785,3795,173,13944,14789,1,1,0.0248142735355011569845329436122274996955
"E01010664",9912,11429,9644,8920,11507,2652,22377,12082,2,4,0.3017902813299232736572890025575447570332
"E01010761",9282,8706,9120,8438,8810,4329,29019,11715,2,3,0.2826086956521739130434782608695652173913
"E01033696",17853,19190,16557,16929,12546,11216,23451,14980,3,6,0.543569601753744976251370113262696382901
"E01010663",655,805,1733,1904,3462,735,16986,107,1,1,0.0199427597125806844476921203263914261357
"E01010665",7680,9146,7594,6836,9931,4072,22407,4877,2,3,0.2338326635001826817683595177201315308732
"E01010667",3573,3772,5428,2899,9761,915,24595,2279,1,2,0.1087869930580928023383266350018268176836
"E01010738",4316,4974,5827,1976,7855,8517,14041,2031,1,2,0.1314090853732797466812812081354280842772
"E01010744",3116,3528,5098,1705,9472,9205,12223,354,1,1,0.0948727317013762026549750334916575325782
"E01010612",99,123,303,171,461,464,13419,18181,1,1,0.003014249177932042382170259408111070515163
"E01010819",40,56,201,113,166,1194,7880,13316,1,1,0.001217878455730118134210205821459018389965
"E01010820",151,343,325,149,993,111,12830,16717,1,1,0.004597491170381195956643526976007794422117
"E01010821",1185,998,2091,895,2110,797,13804,22325,1,1,0.0360796492510047497259773474607234198027
"E01010822",568,1193,1049,40,3487,155,16000,8632,1,1,0.0172938740713676775057849226647180611375
"E01010615",7005,10355,10133,9155,9096,3355,20789,492,2,3,0.2132809645597369382535622944830105955426
"E01010742",2886,3667,4465,1469,4570,4093,12039,3449,1,1,0.087869930580928023383266350018268176836
"E01010743",1079,3213,1491,439,2047,1826,11929,2854,1,1,0.0328522713433199366703203020338570210693
"E01010847",9828,12754,11769,15547,10512,1191,29483,3843,2,3,0.2992327365728900255754475703324808184143
"E01010848",10891,13248,11469,13592,9183,3276,30525,5610,2,4,0.3315978565339179149920837900377542321276
"E01010852",5931,8620,7935,6561,9849,1359,21333,1559,1,2,0.180580928023383266350018268176835951772
"E01010853",15336,18303,15414,13208,14455,5140,28272,10157,3,5,0.4669345999269272926561929119473876507125
"E01010668",15704,15276,12725,11985,16423,12133,23715,15468,3,5,0.4781390817196443794909268055048106199001
"E01010755",1291,1971,2453,1021,2762,433,19278,4206,1,1,0.0393070271586895627816343928875898185361
"E01010762",8537,9064,9736,11088,7485,3621,26351,4704,2,3,0.2599257094142004627938131774448909998782
"E01010763",9986,14598,9982,9022,8579,2389,29267,8084,2,4,0.3040433564730239922055778833272439410547
"E01010846",8830,8837,8652,6607,11565,5070,25385,7884,2,3,0.2688466691024235781269029350870783095847
"E01010745",2358,2957,4542,3289,7229,650,11947,969,1,1,0.0717939349652904640116916331750091340884
"E01010747",6774,7914,7389,7256,8160,2757,13776,7318,2,3,0.2062477164778955060284983558640847643405
"E01010748",2234,2326,4071,1770,3213,1187,16952,6036,1,1,0.0680185117525270977956399951284861770795
"E01010749",4387,5715,6589,4863,5394,531,24629,3973,1,2,0.1335708196322007063695043234685178419194
"E01010815",5717,7389,7891,7269,2951,2870,20230,5077,1,2,0.1740652782852271343319936670320302033857
"E01010816",18038,22415,18788,15334,16105,6685,12332,20720,3,6,0.5492022896114967726220923151869443429546
"E01010817",3130,2287,2894,1467,3443,10025,21301,16591,1,1,0.0952989891608817440019486055291681890147
"E01010818",15453,16888,14810,15120,12055,13520,14893,11622,3,5,0.4704968944099378881987577639751552795031
"E01010752",9598,11928,12474,16735,10769,4265,25781,804,2,3,0.292229935452441846303738886859091462672
"E01010753",21753,21900,17024,19100,14360,21758,29523,17085,4,7,0.6623127511874314943368651808549506759225
"E01010754",18039,18622,17790,19963,13756,12455,23585,8989,3,6,0.5492327365728900255754475703324808184143
"E01010756",14322,15570,16549,17443,9627,7296,27424,6081,3,5,0.4360613810741687979539641943734015345269
"E01010758",23607,25287,22105,23013,17115,17936,13540,20866,4,8,0.7187614176105224698575082206795761782974
"E01010759",8851,9930,9273,7782,5377,11027,22271,6477,2,3,0.2694860552916818901473632931433442942394
"E01010760",21293,21088,20846,21683,14635,19601,20757,12097,4,7,0.6483071489465351357934478139081719644379
"E01010741",11017,16392,15972,11148,10965,1460,29675,3541,2,4,0.335434173669467787114845938375350140056
"E01010849",15309,16955,12013,13016,10741,14772,29382,11839,3,5,0.4661125319693094629156010230179028132992
"E01010850",547,830,1044,86,1132,941,21820,15227,1,1,0.0166544878821093654853245646084520764828
"E01010864",6999,6244,6898,3599,6686,7562,22171,16467,2,3,0.2130982827913774205334307636097917427841
"E01010746",14403,17340,14748,11736,13032,12105,9397,13364,3,5,0.4385275849470222871757398611618560467665
"E01010751",8588,10281,8719,8905,4749,10633,17433,6700,2,3,0.2614785044452563634149311898672512483254
"E01010865",13918,17887,14299,10140,12098,9983,13461,11808,3,5,0.4237608086712946047984411155766654487882
"E01010868",1923,1818,2129,3006,3855,1017,8838,14712,1,1,0.0585495067592254293021556448666423090976
"E01010870",17084,18086,17443,18320,9678,17352,18590,10638,3,6,0.5201558884423334551211789063451467543539
"E01010871",9227,11842,10403,9361,10664,4970,28437,2086,2,3,0.2809341127755450006089392278650590671051
"E01010873",14426,16987,15909,10983,9502,4109,31689,17190,3,5,0.4392278650590671051029107295091949823408
"E01021376",26940,23963,26131,22757,29416,25462,10677,23346,5,9,0.8202411399342345633905736207526488856412
"E01021414",15098,18844,19589,16675,26881,20453,509,11561,3,5,0.4596882231153330897576421873097064912922
"E01021398",19122,26396,29211,26527,31977,30594,936,2664,3,6,0.5822067957617829740591888929484837413226
"E01021406",17856,24043,26415,19140,30475,26710,633,6445,3,6,0.5436609426379247351114358786993058092802
"E01021382",25481,28568,29949,21113,26947,21722,5910,16654,4,8,0.7758190232614785044452563634149311898673
"E01021397",26349,23465,25310,17159,26692,26820,26179,14310,5,9,0.8022469857508220679576178297405918889295
"E01021400",25162,21527,23342,14205,26151,31328,18953,22025,4,8,0.7661064425770308123249299719887955182073
"E01021387",14533,15603,12755,10628,18299,8828,23577,10092,3,5,0.4424856899281451711119230300815978565339
"E01021391",6958,6636,6502,1125,12371,11943,14818,25923,2,3,0.2118499573742540494458653026427962489344
"E01021404",17985,25204,24568,18101,31366,28578,226,11662,3,6,0.5475886006576543660942637924735111435879
"E01021412",22554,26084,31110,21533,31316,25893,2938,7439,4,7,0.6867007672634271099744245524296675191816
"E01021413",20712,24307,22798,19093,27522,30194,2789,11478,4,7,0.6306174643770551698940445743514797223237
"E01021390",27374,26701,27788,13976,26624,26222,14605,30424,5,9,0.8334551211789063451467543539154792351723
"E01021408",21560,22501,20111,23074,24938,18264,7613,15379,4,7,0.656436487638533674339300937766410912191
"E01021410",15951,10437,13134,10220,17774,30709,16430,25959,3,5,0.4856594811837778589696748264523200584582
"E01021351",30876,32351,27454,17106,30735,25559,23873,32497,5,10,0.9400803799780781877968578735842162952137
"E01021352",23875,22084,27256,11355,24098,25772,13413,23100,4,8,0.7269212032639142613567165996833516015102
"E01021356",17814,17328,15438,12647,24403,20904,6235,25511,3,6,0.5423821702594081110705151625867738399708
"E01021381",20492,21703,22700,19951,23791,27558,2402,20128,4,7,0.6239191328705395201558884423334551211789
"E01021357",14930,15443,11862,8296,21103,14090,10871,25185,3,5,0.4545731336012665935939593228595786140543
"E01021358",9365,6531,8774,3841,14191,18106,17484,16676,2,3,0.2851357934478139081719644379490926805505
"E01021350",23769,22266,19876,19728,24993,17347,18709,21394,4,8,0.7236938253562294483010595542564852027768
"E01021365",12334,12852,9576,13848,13788,9717,10742,16346,2,4,0.3755328218243819266837169650468883205456
"E01033458",18614,16895,23045,9029,16158,19219,15602,19615,3,6,0.5667397393740104737547192790159542077701
"E01021364",29044,28310,28123,13325,29972,27119,20613,30380,5,9,0.8843015467056387772500304469613932529534
"E01021366",30823,30152,28769,22749,30942,27225,17494,28023,5,10,0.938466691024235781269029350870783095847
"E01021368",11234,12109,10161,4937,17727,14150,7488,20536,2,4,0.3420411642918036779929363049567653148216
"E01021372",19633,21062,20762,4856,25769,18985,20867,22044,3,6,0.5977651930337352332237242723176227012544
"E01021374",11242,9183,8754,3610,17572,24360,13225,29083,2,4,0.3422847399829497016197783461210571184996
"E01021360",12940,9990,12964,4360,19674,19171,12785,28585,2,4,0.3939836804286932164170015832419924491536
"E01021367",10404,8570,9082,3039,15885,21202,10519,32441,2,4,0.3167701863354037267080745341614906832298
"E01021369",17943,15062,18040,9698,25849,16137,10217,28179,3,6,0.5463098282791377420533430763609791742784
"E01021347",23983,24697,23954,21737,26796,22347,5331,23939,4,8,0.7302094750943855803190841554012909511631
"E01021371",25946,26031,24426,17693,24828,27803,8874,31193,4,8,0.7899768603093411277554500060893922786506
"E01021385",21762,19047,23404,18381,29919,19771,4294,29398,4,7,0.6625867738399707709170624771647789550603
"E01021386",28133,31619,29693,24485,29985,27982,3386,32480,5,9,0.8565643648763853367433930093776641091219
"E01021378",21230,14125,18132,16056,24970,27334,19690,23532,4,7,0.6463889903787601997320667397393740104738
"E01021401",17390,12722,11658,14365,18724,22098,28065,21896,3,6,0.5294726586286688588478869808793082450371
"E01021402",30366,23456,24600,27553,29325,26782,30764,28656,5,10,0.9245524296675191815856777493606138107417
"E01021362",16015,18436,14989,11049,21875,12458,5472,23934,3,5,0.4876080867129460479844111557666544878821
"E01021417",14019,13837,11178,10639,22926,12921,7597,21314,3,5,0.4268359517720131530873218852758494702229
"E01021419",16695,13312,12731,10190,24520,22096,14791,23035,3,6,0.5083120204603580562659846547314578005115
"E01021426",15623,11680,11715,13398,22476,16002,10746,31150,3,5,0.4756728778467908902691511387163561076605
"E01021427",9491,9459,10605,5305,16773,8683,11388,7900,2,3,0.2889721105833637802947265862866885884789
"E01021429",13731,9367,9775,7711,21364,22051,17548,27717,3,5,0.4180672268907563025210084033613445378151
"E01021416",20411,17735,18557,21478,17637,21085,17697,14017,4,7,0.6214529289976860309341127755450006089392
"E01021420",14665,15155,13426,9552,16690,23845,6286,19173,3,5,0.4465046888320545609548167092924126172208
"E01033460",24059,23286,21052,20316,29137,15000,12507,24676,4,8,0.732523444160272804774083546462063086104
"E01033461",25921,20836,26147,14698,28862,30063,14030,27827,4,8,0.7892156862745098039215686274509803921569
"E01021348",17352,22079,22245,11501,29799,28938,2097,7474,3,6,0.5283156740957252466203872853489221775667
"E01021394",18416,14490,14426,13191,23926,23079,15714,21760,3,6,0.5607112410181463889903787601997320667397
"E01021396",23577,27176,30941,21993,25005,27292,2966,13101,4,8,0.7178480087687248812568505663134819145049
"E01004837",28392,29878,26669,29653,21866,23138,9848,28159,5,9,0.8644501278772378516624040920716112531969
"E01004844",31595,32513,31679,31708,27316,32205,10081,29173,5,10,0.9619717452198270612592863232249421507734
"E01004827",2316,2185,3046,2568,3076,1906,16606,7581,1,1,0.070515162586773839970770917062477164779
"E01004849",4389,2792,4672,3714,6386,13689,12587,6351,1,2,0.1336317135549872122762148337595907928389
"E01004850",2273,2456,1302,2752,4160,9245,14824,4620,1,1,0.0692059432468639629764949458044087200097
"E01004851",2722,2108,1605,6604,1956,8433,14010,12825,1,1,0.0828766289124345390330045061502862014371
"E01004853",3135,2046,2966,4402,2920,9677,10523,12939,1,1,0.0954512239678480087687248812568505663135
"E01004811",1238,1210,1742,3301,919,1963,17706,5966,1,1,0.0376933382048471562538058701741566191694
"E01004812",3915,2778,4423,5231,4118,19124,12757,2568,1,2,0.1191998538545853123858238947753014249178
"E01004813",4694,4144,5182,7799,3624,3633,20546,5930,1,2,0.1429180367799293630495676531482158080624
"E01004815",5634,7959,6464,8193,3232,1065,19740,10599,1,2,0.1715381804895871392035074899525027402265
"E01004817",4582,7173,5816,10706,4073,412,11785,5155,1,2,0.1395079771038850322737790768481305565705
"E01004828",3913,3568,3804,5452,4850,5088,15603,4973,1,2,0.1191389599317988064791133844842284739983
"E01004829",3365,1986,3360,6832,4592,9415,14419,3706,1,2,0.1024540250882961880404335647302399220558
"E01004832",10591,10185,11186,16023,6484,7890,27872,5333,2,4,0.3224637681159420289855072463768115942029
"E01004854",7372,6298,7396,5027,13133,16412,14009,3709,2,3,0.2244549993910607721349409328948970892705
"E01004878",8770,9008,7954,8144,10954,5669,22561,6968,2,3,0.2670198514188284009255876263548897819998
"E01004911",5598,6347,4594,6994,2602,7008,23869,9816,1,2,0.1704420898794300328827183047131896236756
"E01004912",19221,18874,14061,17426,14225,17928,31829,16262,3,6,0.5852210449397150164413591523565948118378
"E01004914",20260,21490,16219,18872,11057,24935,21518,18603,4,7,0.6168554378273048349774692485689928145171
"E01004915",23116,27995,17832,19157,11284,22086,28160,21134,4,8,0.7038119595664352697600779442211667275606
"E01004916",8950,10274,7583,6379,6450,10844,20815,12066,2,3,0.2725003044696139325295335525514553647546
"E01004918",24570,25505,18533,19088,14577,28050,28935,22763,4,8,0.7480818414322250639386189258312020460358
"E01004846",3195,2873,4238,4743,4263,3103,15804,3355,1,1,0.0972780416514431859700401899890390938984
"E01004847",3638,1743,3347,5252,6385,7953,10418,13110,1,2,0.1107660455486542443064182194616977225673
"E01004852",5164,3767,7505,6626,2003,11540,14970,7702,1,2,0.1572281086347582511265375715503592741444
"E01004877",923,696,1848,1545,578,3549,7600,15900,1,1,0.0281025453659724759469004993301668493484
"E01004879",3842,2768,2144,4873,3572,10526,16730,21942,1,2,0.1169772256728778467908902691511387163561
"E01004830",3711,4794,3601,6867,3636,1537,23305,4096,1,2,0.112988673730361709901351845085860431129
"E01004831",13656,15315,14502,13548,11321,8811,30305,4944,3,5,0.4157837047862623310193642674461088783339
"E01004833",17039,19064,16195,18627,14374,5072,24219,15392,3,6,0.5187857751796370722201924247960053586652
"E01004839",2435,1903,1688,4986,1462,6649,15509,16301,1,1,0.0741383509925709414200462793813177444891
"E01004814",4768,5553,4661,9124,3583,4226,9987,6443,1,2,0.1451711119230300815978565339179149920838
"E01004856",2662,3342,2541,5034,2587,3895,6885,7001,1,1,0.0810498112288393618316891974180976738521
"E01004891",24128,21618,20985,23974,19678,28625,24539,11306,4,8,0.7346242844964072585555961515040798928267
"E01004893",30911,29635,27790,27979,24086,25643,25836,25512,5,10,0.941146023626842041164291803677992936305
"E01033218",26963,28520,28231,29151,19528,26188,14699,11412,5,9,0.8209414200462793813177444890999878212154
"E01004816",7713,6577,5515,5124,8461,13687,20259,15256,2,3,0.2348374132261600292290829375228352210449
"E01004873",4424,3445,3642,5062,3649,9819,20953,8816,1,2,0.1346973572037510656436487638533674339301
"E01004875",11914,12770,13372,16431,8796,2982,27816,9674,2,4,0.362745098039215686274509803921568627451
"E01004892",23113,26618,22625,21594,18544,5765,30426,19040,4,8,0.7037206186822555109000121787845573011813
"E01004896",23878,29263,18720,25854,14673,22288,10818,25917,4,8,0.7270125441480940202167823651199610278894
"E01004900",22342,20097,19721,25867,10244,21400,22078,26713,4,7,0.6802460114480574838631104615759347217148
"E01004776",12364,12811,12450,12451,7215,31306,8026,10854,2,4,0.3764462306661795152843746194129825843381
"E01004936",19581,18603,15524,21578,11732,21664,29816,13482,3,6,0.5961819510412860796492510047497259773475
"E01004939",10191,9666,6142,13089,5503,18223,19582,19152,2,4,0.3102849835586408476434051881622214103033
"E01004858",5756,5399,3743,7665,3831,11313,22645,9990,1,2,0.1752527097795639995128486177079527463159
"E01004860",6966,9334,6174,6992,5049,3655,28036,7406,2,3,0.2120935330654000730727073438070880526123
"E01004906",5200,6432,4741,9907,1881,2760,23152,10895,1,2,0.1583241992449153574473267567896723906954
"E01004861",1084,718,1192,1888,1153,4915,18098,10406,1,1,0.033004506150286201437096577761539398368
"E01004863",730,1043,964,497,799,4278,15793,8535,1,1,0.0222262818170746559493362562416270856169
"E01004874",9220,8375,7614,9590,4876,21240,15452,14234,2,3,0.2807209840457922299354524418463037388869
"E01004903",25673,27284,25883,22151,20800,15261,16941,19827,4,8,0.7816648398489830714894653513579344781391
"E01004907",5001,5337,5105,3211,4435,12452,13040,6896,1,2,0.1522652539276580197296309828279137742053
"E01004909",7597,8425,6058,7810,3910,11462,21749,10896,2,3,0.231305565704542686639873340640604067714
"E01004910",17808,19042,16718,17154,15126,24353,16418,7071,3,6,0.5421994884910485933503836317135549872123
"E01004934",14466,11861,12007,18389,12005,10057,12766,29337,3,5,0.4404457435147972232371209353306540007307
"E01004935",23000,22123,21557,20735,13636,26655,29349,12073,4,8,0.7002801120448179271708683473389355742297
"E01004940",19113,17629,14070,19225,9770,21010,31095,23563,3,6,0.5819327731092436974789915966386554621849
"E01026008",9255,13995,10845,9826,6668,23839,2974,4906,2,3,0.2817866276945560833028863719400803799781
"E01026009",11310,15812,15546,7581,14186,24800,2161,5533,2,4,0.3443551333576909024479356960175374497625
"E01026024",8954,11427,10017,7631,10887,22649,4205,3963,2,3,0.2726220923151869443429545731336012665936
"E01026010",1094,1222,2244,184,2063,2078,7168,25466,1,1,0.0333089757642187309706491292169041529655
"E01026030",5551,6286,7936,1648,5093,4786,24307,10130,1,2,0.1690110826939471440750213128729752770673
"E01026037",4641,5462,5660,2048,6015,3476,19464,8009,1,2,0.1413043478260869565217391304347826086957
"E01026006",5731,11729,12353,2088,7813,3667,24950,190,1,2,0.1744915357447326756789672390695408598222
"E01026025",7189,10384,9786,4509,12147,2855,22064,1925,2,3,0.2188832054560954816709292412617220801364
"E01026036",7980,17494,15399,1817,13276,2127,31219,979,2,3,0.242966751918158567774936061381074168798
"E01026027",14687,15813,14468,4711,16738,14611,29411,13872,3,5,0.4471745219827061259286323224942150773353
"E01026028",10683,11866,10643,5775,10507,8973,25650,9475,2,4,0.3252648885641213006941907197661673364998
"E01026033",9395,14911,12413,10979,17472,27028,347,2828,2,3,0.286049202289611496772622092315186944343
"E01026034",13475,13981,11863,5372,12925,22566,17173,19511,3,5,0.4102728047740835464620630861040068201194
"E01026018",15516,20448,14402,14067,18974,23321,2527,14633,3,5,0.4724150529777128242601388381439532334673
"E01026020",17040,15637,16782,8534,18629,19008,18159,17644,3,6,0.518816222141030325173547679941541834125
"E01026041",10944,7936,9194,4882,10164,20724,29242,22166,2,4,0.3332115454877603215199123127511874314943
"E01026014",20923,20569,21291,15795,17256,30281,6323,26981,4,7,0.6370417732310315430520034100596760443308
"E01026022",25879,29306,21651,21957,20799,22293,16197,20002,4,8,0.7879369138959931798806479113384484228474
"E01026040",17095,17324,16149,9652,15740,26218,10866,20198,3,6,0.5204908050176592376080867129460479844112
"E01026029",20403,22296,24380,11623,15958,25639,8640,19400,4,7,0.6212093533065400073072707343807088052612
"E01026035",25559,29768,25566,14736,22380,25567,9275,27718,4,8,0.7781938862501522348069662647667762757277
"E01015301",15111,15640,11430,11632,15389,10179,23180,18653,3,5,0.4600840336134453781512605042016806722689
"E01015303",11209,10084,9424,6825,13536,10458,28481,12583,2,4,0.3412799902569723541590549263183534283279
"E01015306",6990,7106,5120,2835,12385,14614,7906,19979,2,3,0.2128242601388381439532334672999634636463
"E01015302",13802,10065,11700,7765,15351,20865,25258,18768,3,5,0.4202289611496772622092315186944342954573
"E01015308",9432,9809,10545,6976,14952,17811,1815,15382,2,3,0.2871757398611618560467665327000365363537
"E01015333",25610,22967,22575,20073,21284,21496,28743,19185,4,8,0.7797466812812081354280842771891365241749
"E01015335",24073,23391,21511,17565,20442,15248,30911,19228,4,8,0.7329497016197783461210571184995737425405
"E01015337",18938,16624,18940,11442,15944,19281,25576,16901,3,6,0.5766045548654244306418219461697722567288
"E01015349",17357,15861,14976,13193,16565,21211,20014,13636,3,6,0.5284679089026915113871635610766045548654
"E01015351",26974,25968,24937,17682,25253,20021,22559,23708,5,9,0.8212763366216051638046522957008890512727
"E01015353",19391,16526,16136,17487,19775,24179,11735,21590,3,6,0.5903970283765680185117525270977956399951
"E01015354",21177,20413,19356,16812,22902,27620,7934,20880,4,7,0.6447753014249177932042382170259408111071
"E01015309",2446,2573,2309,832,3907,5223,15269,15360,1,1,0.0744732675678967239069540859822189745463
"E01015313",3229,3802,3800,1524,4349,4000,10335,13383,1,1,0.0983132383388137863841188649372792595299
"E01015359",9816,9510,9491,6148,10637,11128,17290,11222,2,3,0.2988673730361709901351845085860431128973
"E01000710",22202,22746,29725,21240,30058,6861,7051,18271,4,7,0.6759834368530020703933747412008281573499
"E01000711",20705,20117,22931,24212,25452,13522,6962,13566,4,7,0.6304043356473023992205577883327243941055
"E01000714",21702,24437,26634,21022,29625,7523,15000,7300,4,7,0.6607599561563755937157471684325904274753
"E01000718",8039,6892,9937,11454,22763,10259,1102,7030,2,3,0.2447631226403604920228961149677262209232
"E01000649",24181,21041,25339,30948,27519,18870,5332,22480,4,8,0.7362379734502496650834246742175130921934
"E01000694",30120,30818,30240,30871,30828,16457,11840,26564,5,10,0.9170624771647789550602849835586408476434
"E01000695",25469,27529,28994,29818,31397,4365,13200,20750,4,8,0.7754536597247594690049933016684934843503
"E01000696",27789,30716,31039,32255,31823,6026,14271,19201,5,9,0.8460906101571063207891852393131165509682
"E01000697",31573,29617,31662,32476,31961,24314,14774,25352,5,10,0.9613019120691754962854707100231396906589
"E01000674",20072,16602,21027,26177,22221,11384,13828,13122,4,7,0.6111314090853732797466812812081354280843
"E01000676",10169,8014,12610,19370,16787,5291,9379,4161,2,4,0.3096151504079892826695895749604189501888
"E01000820",13277,10604,8806,26490,11246,12753,15221,16957,3,5,0.404244306418219461697722567287784679089
"E01000822",20185,14900,18173,25432,18553,19357,17802,15791,4,7,0.6145719157228108634758251126537571550359
"E01000823",25329,23637,23126,31342,28401,13278,16514,14585,4,8,0.7711910851297040555352575812933869199854
"E01000824",16345,13584,14980,28645,19843,11417,13072,8050,3,5,0.4976555839727195225916453537936913895993
"E01000825",16211,15008,12348,29147,15957,23879,12928,6037,3,5,0.4935756911460236268420411642918036779929
"E01000743",3906,4738,3585,8117,6465,2007,3649,11025,1,2,0.1189258312020460358056265984654731457801
"E01000744",2720,2069,2086,8000,4558,6354,1785,17986,1,1,0.0828157349896480331262939958592132505176
"E01000796",4679,2560,4569,6536,13003,6424,3297,16830,1,2,0.1424613323590305687492388259651686761661
"E01000798",2458,2127,3030,7593,8708,1114,2739,5347,1,1,0.0748386311046157593472171477286566800633
"E01000800",7424,7215,8442,15003,18403,861,7282,7577,2,3,0.2260382413835099257094142004627938131774
"E01000693",20571,25810,29661,28627,30195,3529,3912,14190,4,7,0.6263244428206065034709535988308366824991
"E01000698",27358,29735,29712,26653,30380,15246,5889,26695,5,9,0.8329679697966142978930702715868956278163
"E01000736",9408,8114,7852,8536,18650,10384,3820,22967,2,3,0.2864450127877237851662404092071611253197
"E01000737",6804,6232,6182,8473,12726,2903,5317,20891,2,3,0.207161125319693094629156010230179028133
"E01000672",26102,25128,26465,29083,28807,12099,10943,21646,4,8,0.7947265862866885884788698087930824503715
"E01000673",25303,22652,24290,28958,28520,16199,8976,23845,4,8,0.7703994641334794787480209475094385580319
