"LSOA11CD","OVERALL_RANK","INCOME_RANK","EMPLOYMENT_RANK","EDUCATION_RANK","HEALTH_RANK","CRIME_RANK","HOUSING_RANK","LIVING_RANK","QUINTILE","DECILE","NORMALISED_RANK"
"E01000716",27114,24058,26066,31796,26144,17071,13749,20953,5,9,0.8255389112166605772743880160759956156376
"E01000717",26243,21884,26896,29862,30143,22629,8598,18775,4,8,0.7990196078431372549019607843137254901961
"E01000828",23758,23923,22726,30651,24339,16063,6619,21174,4,8,0.7233589087809036658141517476555839727195
"E01000712",28289,26302,30802,31721,31155,14576,11253,19556,5,9,0.8613140908537327974668128120813542808428
"E01000715",26976,27171,27839,29779,28642,12532,15211,14954,5,9,0.8213372305443916697113628059919620021922
"E01000770",28291,31206,30305,31595,32207,7941,16110,16367,5,9,0.8613749847765193033735233223724272317623
"E01000700",19697,14381,16723,23747,22041,18845,15899,16725,3,6,0.5997137985629034222384606016319571306784
"E01000702",21509,18364,24039,25348,26772,10000,17258,10152,4,7,0.6548836926074777737181829253440506637438
"E01000706",16996,15019,17320,20410,20342,9690,12991,12020,3,6,0.517476555839727195225916453537936913896
"E01000797",20483,23731,21582,30075,24344,3971,13378,12696,4,7,0.6236451102180002435756911460236268420412
"E01000738",13858,12766,14678,12839,17327,4078,14043,23147,3,5,0.4219339909876994275971258068444769212033
"E01000739",3547,2812,3751,5596,8438,1282,4227,23565,1,2,0.1079953720618682255510900012178784557301
"E01000701",20045,16570,17119,24927,25852,16096,18129,9959,4,7,0.6103093411277554500060893922786505906711
"E01000704",20493,21233,23248,22656,25551,3790,21629,12702,4,7,0.6239495798319327731092436974789915966387
"E01000801",11305,9437,11884,12351,15561,9141,13528,7687,2,4,0.3442028985507246376811594202898550724638
"E01000647",28173,24404,28055,27442,31123,16742,18632,18530,5,9,0.8577822433321154548776032151991231275119
"E01000648",28427,26092,26535,28618,27582,20597,18578,18152,5,9,0.8655157715260017050298380221653878942882
"E01000678",24371,22571,21870,28772,27274,26038,7872,16353,4,8,0.7420228961149677262209231518694434295457
"E01000670",27655,29166,30230,32164,32414,17738,8698,12186,5,9,0.8420107173304104250395810498112288393618
"E01000677",19350,21654,27480,28501,28071,3581,7134,9248,3,6,0.5891487029594446474241870661308001461454
"E01000762",28927,25732,26012,28675,31676,24791,14479,21103,5,9,0.8807392522226281817074655949336256241627
"E01000719",8794,6944,10475,11711,19378,1578,9847,13082,2,3,0.2677505784922664718061137498477651930337
"E01000720",2453,2585,4981,3216,12341,211,1322,10504,1,1,0.0746863962976494945804408720009743027646
"E01000724",4718,3318,4729,6460,11403,5014,1793,24776,1,2,0.1436487638533674339300937766410912190963
"E01000651",23790,20442,27486,30800,23761,21823,4711,20672,4,8,0.7243332115454877603215199123127511874315
"E01000671",23067,18934,23275,30103,26710,18551,9339,14784,4,8,0.7023200584581658750456704420898794300329
"E01000679",25363,22144,22106,26083,26176,18444,20551,16506,4,8,0.7722262818170746559493362562416270856169
"E01000827",29280,23544,27727,29804,32278,20296,17490,23843,5,9,0.8914870295944464742418706613080014614541
"E01000830",31992,32470,32297,31758,32640,22637,17205,23126,5,10,0.9740591888929484837413226160029229082938
"E01000833",32301,31855,31722,30581,32430,22142,21873,27106,5,10,0.9834672999634636463280964559736938253562
"E01000652",30316,28841,28562,28422,30382,16206,20717,26342,5,10,0.9230300815978565339179149920837900377542
"E01000807",28870,27254,28189,29010,31128,19287,20884,13289,5,9,0.879003775423212763366216051638046522957
"E01000722",12145,9673,11560,8083,21351,7362,19326,14961,2,4,0.369778346121057118499573742540494458653
"E01000725",9847,7191,10834,10991,17671,9288,5778,12070,2,3,0.2998112288393618316891974180976738521496
"E01000732",20864,17108,15335,20251,25608,17187,16504,24595,4,7,0.6352454025088296188040433564730239922056
"E01000733",12449,9707,12922,12769,19852,4354,18364,14135,2,4,0.3790342223846060163195713067835829984168
"E01000773",28643,29529,29194,25386,31378,19221,13284,17199,5,9,0.872092315186944342954573133601266593594
"E01000777",24898,26411,26189,26202,30705,14542,6692,17960,4,8,0.7580684447692120326391426135671659968335
"E01000778",19203,20701,19171,19983,24699,12457,4954,20131,3,6,0.5846729996346364632809645597369382535623
"E01000810",32700,32584,31666,30748,32416,26232,26077,27932,5,10,0.9956156375593715747168432590427475337961
"E01000811",30306,29124,30271,26365,29615,22039,20821,18859,5,10,0.9227256119839240043843624406284252831567
"E01000815",32616,32712,32640,30389,32609,24280,23035,28349,5,10,0.9930580928023383266350018268176835951772
"E01000663",15170,11328,11236,18338,21750,18593,6755,25368,3,5,0.4618804043356473023992205577883327243941
"E01000664",15545,14250,15679,16319,24165,13619,2975,24450,3,5,0.4732980148581171599074412373645110218
"E01000764",22581,19095,19669,21503,24966,22204,11576,21964,4,7,0.6875228352210449397150164413591523565948
"E01000766",32312,31642,28854,27765,31861,25557,28380,27516,5,10,0.9838022165387894288150042625745950554135
"E01000834",31955,31270,31236,25598,31162,28770,21078,25342,5,10,0.972932651321398124467178175618073316283
"E01000734",22290,17288,21938,18570,27501,27111,9282,21020,4,7,0.6786627694556083302886371940080379978078
"E01000790",17330,17305,20187,27310,26636,8785,9284,4602,3,6,0.5276458409450736816465716721471197174522
"E01000814",32147,32733,32316,32263,32655,19498,19098,25297,5,10,0.9787784679089026915113871635610766045549
"E01000723",20312,22922,17680,13676,24029,16185,9023,24943,4,7,0.6184386798197539885519425161368895384241
"E01000787",11851,12319,11836,8933,19752,4236,12295,16610,2,4,0.3608269394714407502131287297527706734868
"E01000788",11290,12816,14091,16224,25662,1257,6727,9368,2,4,0.3437461941298258433808305931068079405675
"E01000832",29462,28994,31159,30313,31221,18711,10015,22755,5,9,0.8970283765680185117525270977956399951285
"E01000835",26198,20620,26739,24722,28703,20661,19407,14967,4,8,0.7976494945804408720009743027645840945074
"E01000837",22031,19073,17716,24944,26841,13907,15097,20351,4,7,0.6707770064547558153696261113140908537328
"E01000839",31539,31748,32375,29278,31884,18167,18761,24416,5,10,0.9602667153818048958713920350748995250274
"E01000753",29656,31446,29904,27230,29033,27437,7278,27099,5,10,0.9029350870783095847034465960297162343198
"E01000754",26697,26205,28892,27060,31303,17294,6331,23224,5,9,0.8128425283156740957252466203872853489222
"E01000757",30855,32342,31732,29625,32271,21537,9530,28076,5,10,0.939440993788819875776397515527950310559
"E01000758",30587,29588,30989,31412,28397,21961,14675,22816,5,10,0.9312812081354280842771891365241748873462
"E01000789",4271,1977,4350,3716,11326,8236,5634,20689,1,2,0.1300389721105833637802947265862866885885
"E01000792",12963,9757,11701,14625,16831,3751,20272,27664,2,4,0.3946839605407380343441724515893313847278
"E01000795",18537,14142,15429,22229,22257,9576,14591,27949,3,6,0.5643953233467299963463646328096455973694
"E01000666",30605,30290,30458,26316,32119,20721,17410,21888,5,10,0.9318292534405066374375837291438314456217
"E01000667",29178,31351,30427,27352,32273,20309,8270,21583,5,9,0.8883814395323346729996346364632809645597
"E01000756",30584,31486,29641,28666,30702,19759,19874,18292,5,10,0.931189867251248325417123371087565460967
"E01000759",26812,29862,27632,25457,30668,12826,8163,23288,5,9,0.8163439288758981853611009621239800267933
"E01000760",23802,25406,27215,23418,28424,15020,5497,18059,4,8,0.7246985750822067957617829740591888929485
"E01000761",27001,29001,26963,24788,32281,9828,11630,25300,5,9,0.8220984045792229935452441846303738886859
"E01000765",27894,25578,24711,26347,29747,14500,21166,23350,5,9,0.8492875411033978808914870295944464742419
"E01000768",28379,26713,26858,30675,28111,19244,10555,26822,5,9,0.8640543173791255632687857751796370722202
"E01000681",32204,31116,31128,27664,31812,28828,20518,26991,5,10,0.9805139447083181098526367068566557057606
"E01000682",32080,31473,29883,26836,28493,29223,26272,25032,5,10,0.9767385214955547436365850688101327487517
"E01000684",32202,30860,30516,30298,31539,26919,19755,28437,5,10,0.9804530507855316039459261965655827548411
"E01000794",31439,31330,27087,29374,29701,25206,18612,29848,5,10,0.9572220192424796005358665205212519790525
"E01000749",23358,27013,29542,23966,30430,13093,2523,21739,4,8,0.7111801242236024844720496894409937888199
"E01000750",8075,7644,5441,8256,11883,22846,1799,29349,2,3,0.2458592132505175983436853002070393374741
"E01000751",27641,25836,26317,25445,25216,19313,14807,25326,5,9,0.8415844598709048836926074777737181829253
"E01000752",26261,21974,26148,24401,25305,15583,22151,19726,4,8,0.7995676531482158080623553769333820484716
"E01000680",25936,28155,28925,26266,31614,17797,3832,23444,4,8,0.7896723906954085982218974546340275240531
"E01000685",19965,15615,17233,15880,23436,11330,21385,29319,4,7,0.6078735842162952137376689806357325538911
"E01000686",28089,20656,26105,28307,28718,20996,20739,24671,5,9,0.8552246985750822067957617829740591888929
"E01000687",29432,25352,25788,28086,29981,25163,25198,17346,5,9,0.896114967726220923151869443429545731336
"E01000688",32451,30556,31854,30738,32361,20837,27466,28569,5,10,0.9880343441724515893313847278041651443186
"E01000654",25924,28215,26943,13505,28338,15664,15238,25478,4,8,0.7893070271586895627816343928875898185361
"E01000655",23230,21722,25880,15079,29873,20719,5608,29578,4,8,0.707282913165266106442577030812324929972
"E01000656",28095,28788,28262,17555,29364,11162,26146,26187,5,9,0.8554073803434417245158933138472780416514
"E01000657",21563,18348,19519,14681,26315,14504,18770,24978,4,7,0.6565278285227134331993667032030203385702
"E01000659",24907,20417,21954,16991,26268,21656,18346,30341,4,8,0.7583424674217513092193399098769942759713
"E01000816",17426,16829,16461,16121,26037,6107,13124,19869,3,6,0.5305687492388259651686761661186213615881
"E01000819",7388,6402,7074,13084,8903,4232,8761,11380,2,3,0.2249421507733528193886250152234806966265
"E01032562",5929,5042,4868,9202,11010,1959,8487,19450,1,2,0.1805200341005967604433077578857630008525
"E01032563",26575,27201,27245,28830,27067,6871,20033,20985,5,9,0.8091279990256972354159054926318353428328
"E01000707",32003,30529,30016,31670,31010,23032,31702,18622,5,10,0.974394105468274266228230422603824138351
"E01000708",25608,22584,25194,27190,25548,13915,22215,15048,4,8,0.7796857873584216295213737668980635732554
"E01000771",29400,30890,30883,29872,32280,7860,26555,16810,5,9,0.895140664961636828644501278772378516624
"E01000774",23213,25551,19984,21557,21511,9913,21024,20347,4,8,0.7067653148215808062355376933382048471563
"E01000658",27660,22590,25893,21317,28961,19786,19410,28914,5,9,0.8421629521373766898063573255389112166606
"E01000747",14083,18775,21398,17692,27664,11606,219,11793,3,5,0.4287845573011813421020582145901838996468
"E01032570",21472,16643,17450,20325,26240,13438,17749,28539,4,7,0.653757155035927414444038484959201071733
"E01032138",32422,30332,31532,31274,30778,31719,21092,26027,5,10,0.9871513822920472536840823285836073559859
"E01032140",31948,28380,27447,32160,29912,30491,23694,27889,5,10,0.9727195225916453537936913895993179880648
"E01032141",28996,27719,30685,31452,30819,22128,10415,16998,5,9,0.8828400925587626354889781999756424308854
"E01032137",29758,24089,26368,27949,31781,25515,31080,15730,5,10,0.9060406771404213859456826208744367312142
"E01032169",15647,24838,21865,25043,26448,3548,4516,3351,3,5,0.4764036049202289611496772622092315186944
"E01032176",26159,28750,28353,26962,31084,27277,7052,9090,4,8,0.7964620630861040068201193520886615515772
"E01032171",25203,23861,20114,20725,25655,23398,17000,22335,4,8,0.767354767994154183412495432955791012057
"E01032133",15212,8588,13365,13798,16088,16447,24687,24103,3,5,0.4631591767141639264401412739008646937036
"E01032135",31453,31789,31012,26774,31418,13396,24831,30973,5,10,0.957648276701985141882840092558762635489
"E01032147",22148,16921,15628,21315,21353,19169,27851,26507,4,7,0.6743393009377664109121909633418584825234
"E01032134",17315,19171,16221,20894,17874,7506,15464,11651,3,6,0.527189136524174887346242844964072585556
"E01032177",28636,31009,25761,29000,29845,7349,28381,22039,5,9,0.8718791864571915722810863475825112653757
"E01032178",29129,30636,30636,27005,29275,30835,9687,14583,5,9,0.886889538424065278285227134331993667032
"E01032143",27240,28501,31059,31535,24872,8530,11594,24275,5,9,0.8293752283522104493971501644135915235659
"E01032149",31856,31963,32563,32012,31751,32354,8714,30398,5,10,0.9699184021434660820850079162099622457679
"E01032127",25906,22662,19236,20282,24576,23261,28589,24023,4,8,0.7887589818536110096212398002679332602606
"E01032129",17893,13030,14393,10359,20417,22746,27355,23087,3,6,0.544787480209475094385580319084155401291
"E01032152",12739,10129,10426,4931,18545,21197,21928,19469,2,4,0.387863841188649372792595298989160881744
"E01032150",29559,30313,25024,30387,29099,26811,9421,29367,5,9,0.8999817318231640482279868469126781147242
"E01032151",30138,29890,31111,28741,25979,30004,14269,17445,5,10,0.9176105224698575082206795761782974059189
"E01032155",31787,31548,29656,27974,29129,26213,19124,29531,5,10,0.9678175618073316283034953111679454390452
"E01032122",20144,20438,20425,26761,22298,16785,5335,14540,4,7,0.6133235903056874923882596516867616611862
"E01032124",21631,17724,17293,23051,20831,24783,10879,27613,4,7,0.6585982218974546340275240530995006698332
"E01032159",16730,16574,13813,12792,15200,17405,14207,21839,3,6,0.5093776641091219096334185848252344416027
"E01032161",6499,4629,4858,6018,8788,22164,8087,12754,1,2,0.1978748020947509438558031908415540129095
"E01032156",13664,17814,14068,9300,14205,7083,13106,13525,3,5,0.4160272804774083546462063086104006820119
"E01032173",26701,25499,23695,19272,27632,20052,17958,24565,5,9,0.8129643161612471075386676409694312507612
"E01032175",24928,22539,20688,19181,26233,30061,10412,29389,4,8,0.758981853611009621239800267933260260626
"E01032162",29746,26394,25743,28416,28381,24895,19154,25480,5,10,0.9056753136037023505054195591279990256972
"E01033059",30701,31219,31232,28470,30815,29361,7411,30996,5,10,0.9347521617342589209596882231153330897576
"E01032130",21897,17602,20516,18986,27659,22325,18740,11670,4,7,0.6666971136280599196200219218122031421264
"E01032132",9967,8293,8698,5770,10434,11317,17920,23024,2,4,0.3034648642065521860918280355620509073194
"E01032174",16931,14945,12100,21420,22085,10020,14998,19483,3,6,0.5154975033491657532578248690780660090123
"E01033060",12955,26527,24334,11846,18329,20135,119,3889,2,4,0.3944403848495920107173304104250395810498
"E01033062",31357,30829,27525,28598,31446,24390,16354,31997,5,10,0.9547253684082328583607355985872609913531
"E01023316",27599,28029,28697,11651,30176,30206,13679,27185,5,9,0.8403056874923882596516867616611862136159
"E01023317",19678,15066,18186,16807,26931,16486,14878,18274,3,6,0.5991353062964316161247107538667640969431
"E01023319",28813,28771,28454,18889,31643,17476,18592,25077,5,9,0.8772682986237973450249665083424674217513
"E01023328",20202,15606,20228,11265,23593,25779,17528,19093,4,7,0.6150895140664961636828644501278772378517
"E01023329",20443,18875,16098,12116,23576,18163,20874,25460,4,7,0.6224272317622701254414809402021678236512
"E01023320",17892,14798,20825,15313,26096,16473,13503,7693,3,6,0.5447570332480818414322250639386189258312
"E01023322",17048,14211,19380,10669,25565,16956,15187,9627,3,6,0.5190597978321763488003897211058336378029
"E01023323",6794,7792,6095,7597,12217,5414,5372,8652,2,3,0.2068566557057605650956034587748142735355
"E01023290",30347,27448,27949,26348,31994,27468,14156,28317,5,10,0.9239739374010473754719279015954207770065
"E01023291",27904,28108,30292,24519,29105,10932,14022,25973,5,9,0.8495920107173304104250395810498112288394
"E01023340",17107,13781,17693,15382,26638,17336,14422,7611,3,6,0.5208561685543782730483497746924856899281
"E01023342",13644,8992,14733,9327,24314,13721,7696,24681,3,5,0.415418341249543295579101205699671172817
"E01023343",6647,4269,6473,4979,15914,13647,3127,21115,2,3,0.2023809523809523809523809523809523809524
"E01023307",24555,25517,26483,16329,30059,23246,5171,27284,4,8,0.7476251370113262696382900986481549141396
"E01023308",28285,29524,27701,17927,29903,31718,8856,27004,5,9,0.8611923030081597856533917914992083790038
"E01023310",6825,3896,8562,6625,13519,11471,3810,13975,2,3,0.2078005115089514066496163682864450127877
"E01023311",24985,21556,25571,15156,28898,24561,15051,20789,4,8,0.7607173304104250395810498112288393618317
"E01023313",31703,31527,28491,24574,30385,28695,21238,28739,5,10,0.9652600170502983802216538789428815004263
"E01023315",26267,26047,26908,18746,29869,29905,5024,31188,4,8,0.7997503349165753257824869078066009012301
"E01023303",14164,12738,14641,8600,18307,10140,11770,22833,3,5,0.4312507611740348313238338813786384118865
"E01023305",18457,17642,21552,10764,24594,15533,7813,19881,3,6,0.5619595664352697600779442211667275605895
"E01023306",18401,20195,19530,8365,25130,17899,7198,23092,3,6,0.5602545365972475946900499330166849348435
